//ID   Lv   experience formula			
1	1	0
2	2	10
3	3	20
4	4	30
5	5	40
6	6	50
7	7	60
8	8	70
9	9	80
10	10	90
11	11	110
12	12	130
13	13	150
14	14	170
15	15	190
16	16	210
17	17	230
18	18	250
19	19	270
20	20	290
21	21	320
22	22	350
23	23	380
24	24	410
25	25	440
26	26	470
27	27	500
28	28	530
29	29	560
30	30	590
31	31	630
32	32	670
33	33	710
34	34	750
35	35	790
36	36	830
37	37	870
38	38	910
39	39	950
40	40	990
41	41	1010
42	42	1030
43	43	1051
44	44	1072
45	45	1093
46	46	1115
47	47	1137
48	48	1160
49	49	1183
50	50	1207
51	51	1231
52	52	1256
53	53	1281
54	54	1306
55	55	1332
56	56	1359
57	57	1386
58	58	1414
59	59	1442
60	60	1471
61	61	1501
62	62	1531
63	63	1561
64	64	1592
65	65	1624
66	66	1657
67	67	1690
68	68	1724
69	69	1758
70	70	1793
71	71	1829
72	72	1866
73	73	1903
74	74	1941
75	75	1980
76	76	2019
77	77	2060
78	78	2101
79	79	2143
80	80	2186
81	81	2230
82	82	2274
83	83	2320
84	84	2366
85	85	2413
86	86	2462
87	87	2511
88	88	2561
89	89	2612
90	90	2665
91	91	2718
92	92	2772
93	93	2828
94	94	2884
95	95	2942
96	96	3001
97	97	3061
98	98	3122
99	99	3185
100	100	3248
101	101	3313
102	102	3379
103	103	3447
104	104	3516
105	105	3586
106	106	3658
107	107	3731
108	108	3806
109	109	3882
110	110	3960
111	111	4039
112	112	4120
113	113	4202
114	114	4286
115	115	4372
116	116	4459
117	117	4548
118	118	4639
119	119	4732
120	120	4827
121	121	4923
122	122	5022
123	123	5122
124	124	5225
125	125	5329
126	126	5436
127	127	5544
128	128	5655
129	129	5768
130	130	5884
131	131	6001
132	132	6121
133	133	6244
134	134	6369
135	135	6496
136	136	6626
137	137	6759
138	138	6894
139	139	7032
140	140	7172
141	141	7316
142	142	7462
143	143	7611
144	144	7763
145	145	7919
146	146	8077
147	147	8239
148	148	8403
149	149	8571
150	150	8743
151	151	8918
152	152	9096
153	153	9278
154	154	9464
155	155	9653
156	156	9846
157	157	10043
158	158	10244
159	159	10449
160	160	10658
161	161	10871
162	162	11088
163	163	11310
164	164	11536
165	165	11767
166	166	12002
167	167	12242
168	168	12487
169	169	12737
170	170	12991
171	171	13251
172	172	13516
173	173	13787
174	174	14062
175	175	14344
176	176	14630
177	177	14923
178	178	15222
179	179	15526
180	180	15837
181	181	16153
182	182	16476
183	183	16806
184	184	17142
185	185	17485
186	186	17834
187	187	18191
188	188	18555
189	189	18926
190	190	19305
191	191	19691
192	192	20085
193	193	20486
194	194	20896
195	195	21314
196	196	21740
197	197	22175
198	198	22618
199	199	23071
200	200	23532
201	201	24003
202	202	24483
203	203	24973
204	204	25472
205	205	25981
206	206	26501
207	207	27031
208	208	27572
209	209	28123
210	210	28686
211	211	29259
212	212	29845
213	213	30441
214	214	31050
215	215	31671
216	216	32305
217	217	32951
218	218	33610
219	219	34282
220	220	34968
221	221	35667
222	222	36380
223	223	37108
224	224	37850
225	225	38607
226	226	39379
227	227	40167
228	228	40970
229	229	41790
230	230	42625
231	231	43478
232	232	44347
233	233	45234
234	234	46139
235	235	47062
236	236	48003
237	237	48963
238	238	49942
239	239	50941
240	240	51960
241	241	52999
242	242	54059
243	243	55140
244	244	56243
245	245	57368
246	246	58515
247	247	59686
248	248	60879
249	249	62097
250	250	63339
251	251	64606
252	252	65898
253	253	67216
254	254	68560
255	255	69931
256	256	71330
257	257	72757
258	258	74212
259	259	75696
260	260	77210
261	261	78754
262	262	80329
263	263	81936
264	264	83574
265	265	85246
266	266	86951
267	267	88690
268	268	90464
269	269	92273
270	270	94118
271	271	96001
272	272	97921
273	273	99879
274	274	101877
275	275	103914
276	276	105993
277	277	108112
278	278	110275
279	279	112480
280	280	114730
281	281	117024
282	282	119365
283	283	121752
284	284	124187
285	285	126671
286	286	129204
287	287	131789
288	288	134424
289	289	137113
290	290	139855
291	291	142652
292	292	145505
293	293	148415
294	294	151384
295	295	154411
296	296	157499
297	297	160649
298	298	163862
299	299	167140
300	300	170483
301	301	173892
302	302	177370
303	303	180917
304	304	184536
305	305	188226
306	306	191991
307	307	195831
308	308	199747
309	309	203742
310	310	207817
311	311	211974
312	312	216213
313	313	220537
314	314	224948
315	315	229447
